http.request.uri.query,mqtt.topic,mqtt.protoname,http.request.version,mqtt.conack.flags,http.request.method,ip.dst_host,tcp.srcport,tcp.options,arp.dst.proto_ipv4,ip.src_host,arp.src.proto_ipv4,Attack_label
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13671,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13671,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13671,0,0,2450,0,0
6,0,0,1,0,1,1812,13671,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13671,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13672,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13672,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13673,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13673,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13674,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13674,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13675,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13675,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13676,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13676,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13677,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13677,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13678,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13678,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13679,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13679,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13680,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13680,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13681,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13681,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13682,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13682,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13683,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13683,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13684,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13684,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13685,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13685,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13686,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13686,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13687,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13687,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13688,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13688,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13689,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13689,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13690,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13690,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13691,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13691,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13692,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13692,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13693,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13693,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13694,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13694,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13696,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13696,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13697,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13697,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13698,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13698,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13699,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13699,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13700,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13701,28232,0,2450,0,0
6,0,0,1,0,1,1811,1469,28231,0,2451,0,0
6,0,2,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,2,1,1811,1469,0,0,2451,0,0
6,2,0,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1812,13701,0,0,2450,0,0
6,0,0,1,0,1,1811,1469,0,0,2451,0,0
6,0,0,1,0,1,1812,13701,0,0,2450,0,0
